a,b,r,R,w,score
0.38564776602616135,0.1214235463093413,0.15381769710053725,13.438300620309546,0.4996447573373039,-19292.943884847507
0.389001388095604,0.12054621863545095,0.1515938859404522,12.279901525260769,0.49604070226644814,-20154.896379413338
0.3813658504668809,0.11620754466897706,0.1448951855390784,13.389510354370538,0.5037560959869609,-18313.914654095875
0.3815896008843525,0.12201285890320382,0.1416745296912717,13.424660362777525,0.49711453963351276,-18441.691030367634
0.3648890248870223,0.12460423883961712,0.15480592781469577,12.715457837618043,0.4966883979210135,-17430.36685991979
0.4,0.15,0.14,12.0,0.48,-19131.768980724344
0.3891661863273942,0.1207324137086425,0.15127356886250184,12.220334530413675,0.49561806008873405,-17237.23520517703
0.3852027081224048,0.12117595800335684,0.14728728249382622,13.066322213469306,0.499719873102648,-18862.20680464745
0.38975712327748563,0.12088433372494867,0.1421984532342705,13.467239032523782,0.49638523460130085,-20468.119516928702
0.3907192205770687,0.12289898643260336,0.1453561806883148,13.467373792907397,0.4975929242090406,-15095.494923847702
0.3878069414286573,0.11981829842896483,0.15911878576160116,12.287870462871204,0.49626658756686376,-14983.591000694441
0.3902269930040915,0.14939925708824764,0.14436122174855506,12.652244023390967,0.5057833575947187,-19714.855238752607
0.3515577071163624,0.1491056983225195,0.15477695302983613,12.794860351997038,0.5170377644768176,-16444.967807335284
0.35391177015317155,0.10817791128458343,0.1420837024820106,12.071181280571825,0.48567713906602694,-17650.38810868628
0.3841343165935287,0.11835649099118062,0.1421975528949288,13.467165865063473,0.492967492662273,-16725.506118445774
