a,b,r,R,w,score
0.3212955320523227,0.1099929648330778,0.12145309130161172,10.31490186092864,0.4236678400148896,-15642.498209394034
0.32800277619120793,0.10876470608963133,0.11478165782135663,6.839704575782307,0.4101526334991805,-14610.364892730195
0.3127317009337617,0.10269056253656787,0.0946855566172352,10.168531063111615,0.43908535995110354,-13275.54248328674
0.31317920176870506,0.11081800246448534,0.08502358907381506,10.273981088332576,0.4141795236256729,-11316.290213116026
0.2797780497740446,0.11444593437546396,0.1244177834440873,8.146373512854131,0.41258149220380064,-11868.111758788074
0.315472130746982,0.10616609987600466,0.09407077251093718,11.927971719100004,0.46489939252894924,-13635.50574403915
0.32770044388897807,0.08195873685300643,0.09043439097420206,6.92449345108108,0.3615629721197425,-6938.924786368178
0.3389865699606771,0.13252650933367938,0.12160419461615088,9.070580251597018,0.4196402083605002,-16462.153093888133
0.35,0.08,0.14,12.0,0.45281351016207944,-12595.093808656808
0.33879630879199796,0.13302765286992546,0.12202312431850118,8.96367092122268,0.42045282891914415,-16035.07207866689
0.33188607173683976,0.13314496235858553,0.12545734990708282,11.367270020115608,0.4312060132553391,-14358.161784543583
0.3469094077782628,0.13117886208488572,0.12048823799265061,9.583956681309079,0.41968042892751667,-16305.150896481777
0.34469348930102495,0.09272451561497115,0.12070378732556683,10.940976615595904,0.41049221136902336,-14232.51351379703
0.33725950442924213,0.1349361487304077,0.12004164123526434,9.446985497664562,0.4220206014641192,-14403.82481496082
0.33929658962482717,0.13205227760229404,0.12132717703857451,11.366941423215948,0.4029101944598607,-15999.605401766457
0.3402582078280124,0.13196233751794265,0.12097493657634789,8.64007047443583,0.42891602435440856,-17955.277442181075
0.3404075360290386,0.1318985622618977,0.12089267782773772,8.27057309790327,0.42986361251986555,-18370.104101141776
0.34095450492183826,0.13154868964436506,0.11973410864349737,7.721082629183893,0.444938490431368,-19472.149888944634
0.3416662759406346,0.13091065777060923,0.11680937984127072,7.1142290826062275,0.42722000834509083,-18345.7731639913
0.34124705570860764,0.13123147236116361,0.12039508256860457,7.087503877269372,0.4568729876989285,-18529.560713998348
0.3411891334614959,0.13093776453039563,0.11930575641462679,7.333365991898657,0.44302908257684837,-17963.351088508014
0.3156265179556031,0.13159849139992924,0.11958835004009127,7.680623801861285,0.44540938583061557,-15431.260580372733
0.3408621525337036,0.1315510585185769,0.11952389712164599,7.673189766338652,0.44048626203372543,-19047.31094638098
